,Headlines,Snippets,Year,Country
39,Writing the Script for Your Next Act,"Some are hanging on to what they loved about their day job, while trying something new, different and perhaps adventurous.",2017,benin
40,"Stephanie Oduro, Franck Chintoya","Stephanie Oduro and Franck Chintoya, who met at Columbia Law School in 2010, were married Nov. 25 in West Orange, N.J.",2017,benin
41,Emmanuel Macron Says Return of African Artifacts Is a Top Priority,"Speaking in Burkina Faso, the French president set out a commitment to return objects of African origin in the next five years.",2017,benin
42,Two Dozen African Girls Dead at Sea,The horrors of a refugee crisis that the world feels free to ignore.,2017,benin
43,Lost in Translation? Pope Ponders an Update to Lord’s Prayer,"“Lead us not into temptation” is not quite right, Francis said. “Do not let us fall into temptation” might be more precise.",2017,benin
44,Join The New ‘At War’ Community,At War existed as a New York Times blog from 2009 to 2016. Stay informed about our re-launch and tell us what we should cover.,2017,benin
45,Togo Rallies for Change After 50 Years of Rule by One Family,Protests calling for the resignation of President Faure Gnassingbé have drawn thousands and the demonstrations are increasingly turning deadly.,2017,benin
46,Help Us Find Off-Beat Communities,"If you are a part of a community like this, online or in real life, post a photo and share some details with us.",2017,benin
47,Did the World Get Aung San Suu Kyi Wrong?,"There were warning signs. But people typically see what they want to see, and never more so perhaps than when they are in search of a hero.",2017,benin
48,State Dept. Voices Concern for American Held in Republic of Congo,"The naturalized citizen, Marcel Pika, moved back to his home country in 2007 and was detained in the wake of unrest after an election in 2016.",2017,benin
49,Writing the Script for Your Next Act,"Some are hanging on to what they loved about their day job, while trying something new, different and perhaps adventurous.",2017,benin
